VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,# CPU,Memory,NICs,Disks,min Required EVC Mode Key ,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,VMs,VI SDK Server,VI SDK UUID
ecbrprap15,poweredOn,False,False,green,ecbrprap15.bgr.com,connected,running,green,False,2024-08-30 12:43:01,,2021-04-26 17:55:11,2025-06-20 19:45:27,8,16384,0,2,intel-haswell,normal,True,True,172.20.1.131,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,768009,105870,105861,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprap15/ecbrprap15.vmx,[DataStore_Aplicacion_1_UIO] ecbrprap15/,[DataStore_Aplicacion_1_UIO] ecbrprap15/,[DataStore_Aplicacion_1_UIO] ecbrprap15/,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-4224,422e094d-68ac-26e5-9fe7-613b63af50bc,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprap16,poweredOn,False,False,green,ECBRPRAP16.bgr.com,connected,running,green,False,2024-05-11 01:20:29,,2021-06-17 18:18:46,2025-06-19 20:21:56,8,32768,0,2,intel-haswell,normal,True,True,172.20.55.62,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,416684,175205,175196,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprap16_1/ecbrprap16.vmx,[DataStore_Aplicacion_1_UIO] ecbrprap16_1/,[DataStore_Aplicacion_1_UIO] ecbrprap16_1/,[DataStore_Aplicacion_1_UIO] ecbrprap16_1/,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx21.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14368,030c7e0c-1043-4071-bb73-6efcab35e6c6,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprap17,poweredOn,False,False,green,ECBRPRAP17.bgr.com,connected,running,green,False,2024-05-11 01:21:40,,2021-06-17 18:20:18,2025-06-17 19:40:37,8,16384,0,2,intel-haswell,normal,True,True,172.20.55.64,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,322172,79520,79442,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprap17_1/ecbrprap17.vmx,[DataStore_Aplicacion_1_UIO] ecbrprap17_1/,[DataStore_Aplicacion_1_UIO] ecbrprap17_1/,[DataStore_Aplicacion_1_UIO] ecbrprap17_1/,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14372,dea470c1-e029-4517-95a1-d717a0bb9e1c,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprap2,poweredOn,False,False,green,ECBRPRAP2.bgr.com,connected,running,green,False,2025-02-15 15:47:50,,2020-01-13 12:39:11,2025-06-22 20:08:35,2,10240,0,2,intel-haswell,normal,True,True,172.20.55.49,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,256010,106650,106639,,,,,,False,10000,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprap2_new/ecbrprap2.vmx,[DataStore_Aplicacion_1_UIO] ecbrprap2_new/,[DataStore_Aplicacion_1_UIO] ecbrprap2_new/,[DataStore_Aplicacion_1_UIO] ecbrprap2_new/,,"Wed Jul  9 00:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx19.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-14584,dd11b0ed-34a8-4261-884a-01cb7eb39f34,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprap21,poweredOn,False,False,green,ECBRPRAP21.bgr.com,connected,running,green,False,2025-05-18 01:39:39,,2023-04-10 14:06:21,2025-06-17 19:40:37,4,8192,0,2,intel-haswell,normal,True,True,172.20.1.21,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,133123,72164,72160,,,,,,False,0,10000,False,False,bios,13,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprap21/ecbrprap21.vmx,[DataStore_Aplicacion_1_UIO] ecbrprap21/,[DataStore_Aplicacion_1_UIO] ecbrprap21/,[DataStore_Aplicacion_1_UIO] ecbrprap21/,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14364,33660fa3-86d0-44e6-9dab-5c57d45ad66a,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprap23,poweredOn,False,False,green,ecbrprap23.bgr.com,connected,running,green,False,2025-05-17 22:46:09,,2023-07-26 16:04:29,2025-07-08 15:10:47,2,6144,0,2,intel-haswell,normal,True,True,172.20.55.87,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,92162,60050,60047,,,,,,False,0,10000,False,False,bios,13,none,never,,[DataStore_Aplicacion_2_UIO] ecbrprap23/ecbrprap23.vmx,[DataStore_Aplicacion_2_UIO] ecbrprap23/,[DataStore_Aplicacion_2_UIO] ecbrprap23/,[DataStore_Aplicacion_2_UIO] ecbrprap23/,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx21.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-7739,422ebefa-1f64-221e-2aad-3c84a29c5825,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprap3,poweredOn,False,False,green,ECBRPRAP3.bgr.com,connected,running,green,False,2022-07-31 10:02:23,,2020-01-13 17:14:16,2025-07-06 01:10:07,3,7168,0,2,intel-haswell,normal,True,True,172.20.55.50,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,256005,248751,248745,,,,,,False,10000,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_2_UIO] ecbrprap3/ecbrprap3.vmx,[DataStore_Aplicacion_2_UIO] ecbrprap3/,[DataStore_Aplicacion_2_UIO] ecbrprap3/,[DataStore_Aplicacion_2_UIO] ecbrprap3/,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx15.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-459,423e1ffb-efe5-c0e7-9f5c-d298413d1247,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprap5,poweredOn,False,False,green,ecbrprap5.bgr.com,connected,running,green,False,2022-05-21 15:46:51,,2020-01-13 17:14:16,2025-06-16 19:59:18,4,12288,0,2,intel-haswell,normal,True,True,172.20.55.52,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,665608,504652,504643,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_2_UIO] ecbrprap5/ecbrprap5.vmx,[DataStore_Aplicacion_2_UIO] ecbrprap5/,[DataStore_Aplicacion_2_UIO] ecbrprap5/,[DataStore_Aplicacion_2_UIO] ecbrprap5/,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx15.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-460,423e3b5d-7fc2-2b0d-36da-ee149699fc88,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprap6,poweredOn,False,False,green,ECBRPRAP6.bgr.com,connected,running,green,False,2024-05-11 01:22:25,,2020-05-08 21:32:44,2025-06-16 19:58:34,2,8192,0,2,intel-haswell,normal,True,True,172.20.1.240,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,256003,163592,163588,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprap6/ecbrprap6.vmx,[DataStore_Aplicacion_1_UIO] ecbrprap6/,[DataStore_Aplicacion_1_UIO] ecbrprap6/,[DataStore_Aplicacion_1_UIO] ecbrprap6/,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx15.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14366,31a3ad8a-079e-47ea-b422-24b09641d607,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprap7,poweredOn,False,False,green,ECBRPRAP7.bgr.com,connected,running,green,False,2024-05-11 01:20:07,,2020-05-07 17:59:51,2025-06-19 20:25:21,2,8192,0,2,intel-haswell,normal,True,True,172.20.1.241,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,358403,266657,266653,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprap7/ecbrprap7.vmx,[DataStore_Aplicacion_1_UIO] ecbrprap7/,[DataStore_Aplicacion_1_UIO] ecbrprap7/,[DataStore_Aplicacion_1_UIO] ecbrprap7/,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14346,049a32f5-d6fb-47cf-bf3d-4b4a230130e2,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprarb01,poweredOn,False,False,green,ecbrprarb01.bgr.com,connected,running,green,False,2025-07-04 21:28:05,,2020-01-13 12:57:45,2025-07-04 21:26:17,4,6144,1,2,intel-haswell,normal,True,True,172.20.1.177,VM_Produccion_01,,,,,,,,1.0,,/DCP/Cluster_BI/Resources,/DCP,,,notConfigured,gray,-1,-1,262387,262184,255797,,,,,,False,0,10000,False,False,bios,8,none,never,,[3PAR_ID11_ecbrprarb01_C_D] ecbrprarb01/ecbrprarb01.vmx,[3PAR_ID11_ecbrprarb01_C_D] ecbrprarb01/,[3PAR_ID11_ecbrprarb01_C_D] ecbrprarb01/,[3PAR_ID11_ecbrprarb01_C_D] ecbrprarb01/,,"Sun Jul  6 02:00:09 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Cluster_BI",DCP,Cluster_BI,ecbrprsx31.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-349,423e861e-575b-99cf-47cc-b530c0fd3d3f,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprbi01,poweredOn,False,False,green,ecbrprbi01.bgr.com,connected,running,green,False,2025-07-04 21:28:05,,2021-01-20 15:22:26,2025-07-04 21:26:17,4,65536,1,2,intel-haswell,normal,True,True,172.20.1.216,VM_Produccion_01,,,,,,,,1.0,,/DCP/Cluster_BI/Resources,/DCP,,,notConfigured,gray,-1,-1,1267824,120543,54895,,,,,,False,0,10000,False,False,bios,8,none,never,,[Datastore_ecbrprlx01_ecbrprbi01] ecbrprbi01/ecbrprbi01.vmx,[Datastore_ecbrprlx01_ecbrprbi01] ecbrprbi01/,[Datastore_ecbrprlx01_ecbrprbi01] ecbrprbi01/,[Datastore_ecbrprlx01_ecbrprbi01] ecbrprbi01/,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_BI,ecbrprsx31.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7618,422e52a6-99e8-7f3b-5dbd-12a7608bc95c,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcas02,poweredOn,False,False,green,ecbrprcas02.bgr.com,connected,running,green,False,2025-01-29 02:03:51,,2020-05-05 23:33:57,2025-06-22 12:02:40,2,6144,0,3,intel-haswell,normal,True,True,172.20.55.41,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,237066,144670,144659,,,,,,False,0,10000,False,False,bios,7,none,never,,[DataStore_Aplicacion_2_UIO] ecbrprcas02/ecbrprcas02.vmx,[DataStore_Aplicacion_2_UIO] ecbrprcas02/,[DataStore_Aplicacion_2_UIO] ecbrprcas02/,[DataStore_Aplicacion_2_UIO] ecbrprcas02/,,"Tue Jul  8 20:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx18.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-873,564dfd77-d81e-a9a4-7c63-7eba2c09f949,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcc01,poweredOn,False,False,green,ECBRPRCC01.bgr.com,connected,running,green,False,2024-05-11 01:12:05,,2020-06-11 19:04:31,2025-07-03 01:50:36,2,6144,0,2,intel-haswell,normal,True,True,172.20.1.122,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,225285,215430,215425,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprcc01_1/ecbrprcc01.vmx,[DataStore_Aplicacion_1_UIO] ecbrprcc01_1/,[DataStore_Aplicacion_1_UIO] ecbrprcc01_1/,[DataStore_Aplicacion_1_UIO] ecbrprcc01_1/,,"Tue Jul  8 20:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx20.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14310,a4f9aa17-767b-458e-90b8-45712cd23165,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcert01,poweredOn,False,False,green,ecbrprcert01.bgr.com,connected,running,green,False,2025-03-31 17:37:22,,2025-03-12 10:36:29,2025-07-06 01:10:07,2,4096,0,2,intel-haswell,normal,True,,172.20.55.132,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,112642,30580,30577,,,,,,False,0,10000,False,False,efi,19,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprcert01/ecbrprcert01.vmx,[DataStore_Aplicacion_1_UIO] ecbrprcert01/,[DataStore_Aplicacion_1_UIO] ecbrprcert01/,[DataStore_Aplicacion_1_UIO] ecbrprcert01/,,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-45288,422ee8ae-b4e2-bfa6-4970-3fbfd4878f0a,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcf01,poweredOn,False,False,green,ECBRPRCF01.bgr.com,connected,running,green,False,2024-05-11 01:08:56,,2020-06-11 19:50:13,2025-07-08 01:14:35,2,4096,0,2,intel-haswell,normal,True,True,172.20.1.110,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,256002,153491,153489,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprcf01_1/ecbrprcf01.vmx,[DataStore_Aplicacion_1_UIO] ecbrprcf01_1/,[DataStore_Aplicacion_1_UIO] ecbrprcf01_1/,[DataStore_Aplicacion_1_UIO] ecbrprcf01_1/,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14312,a3664a02-07de-40b3-86e6-cce219d7b0fa,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprci1,poweredOn,False,False,green,ecbrprci1.bgr.com,connected,running,green,False,2024-12-23 22:19:03,,2020-05-06 22:52:41,2025-07-08 00:52:45,4,16384,0,5,intel-haswell,normal,True,True,172.20.1.102,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,890899,357864,357845,,,,,,False,0,10000,False,False,bios,10,none,never,,[DataStore_Aplicacion_2_UIO] ecbrprci1/ecbrprci1.vmx,[DataStore_Aplicacion_2_UIO] ecbrprci1/,[DataStore_Aplicacion_2_UIO] ecbrprci1/,[DataStore_Aplicacion_2_UIO] ecbrprci1/,,"Sat Jul  5 18:00:23 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-992,423e1db7-a806-fa6a-a8e9-2b06f955b7e6,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcl1,poweredOn,False,False,green,ecbrprcl1.bgr.com,connected,running,green,False,2025-06-21 17:22:36,,2023-05-17 09:34:32,2025-07-05 20:40:18,12,32768,0,12,intel-haswell,normal,True,True,172.20.167.51,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,1300863,399793,399410,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Ent_UIO] ecbrprcl1-2024-23-02-16h40m46s/ecbrprcl1.vmx,[DataStore_BDD_Ent_UIO] ecbrprcl1-2024-23-02-16h40m46s/,[DataStore_BDD_Ent_UIO] ecbrprcl1-2024-23-02-16h40m46s/,[DataStore_BDD_Ent_UIO] ecbrprcl1-2024-23-02-16h40m46s/,,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-10889,7bc24f36-5055-4d35-857f-c88c54b590d3,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcl10,poweredOn,False,False,green,ecbrprcl10.bgr.com,connected,running,green,False,2025-06-22 16:19:35,,2023-05-24 14:12:36,2025-07-05 21:50:22,14,40960,0,19,intel-haswell,normal,True,,172.20.167.99,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,2155596,864656,864580,,,,,,False,0,10000,False,False,bios,13,none,never,,[DataStore_BDD_Ent_UIO] ecbrprcl10/ecbrprcl10.vmx,[DataStore_BDD_Ent_UIO] ecbrprcl10/,[DataStore_BDD_Ent_UIO] ecbrprcl10/,[DataStore_BDD_Ent_UIO] ecbrprcl10/,,,DCP,Cluster_Quito,ecbrprsx14.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-7639,422e13e3-e4c2-a20f-6b97-d54f139638a8,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcl11,poweredOn,False,False,green,ecbrprcl11.bgr.com,connected,running,green,False,2025-07-05 08:58:50,,2023-06-28 10:48:31,2025-07-05 21:32:09,4,47104,0,10,intel-haswell,normal,True,True,172.20.167.58,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,1551616,1121406,1121149,,,,,,False,0,10000,False,False,bios,19,none,never,,[DataStore_BDD_Ent_UIO] ecbrprcl11/ecbrprcl11.vmx,[DataStore_BDD_Ent_UIO] ecbrprcl11/,[DataStore_BDD_Ent_UIO] ecbrprcl11/,[DataStore_BDD_Ent_UIO] ecbrprcl11/,,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7699,422e4bfd-e481-0e16-623e-9fef295cedc2,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcl12,poweredOn,False,False,green,ECBRPRCL12.bgr.com,connected,running,green,False,2025-07-05 08:37:40,,2025-02-24 08:23:30,2025-07-05 21:25:48,4,47104,0,10,intel-haswell,normal,True,,172.20.167.98,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,1489923,1072199,1072195,,,,,,False,10000,10000,False,False,efi,21,none,never,,[DataStore_BDD_Ent_UIO] ecbrprcl12_1/ecbrprcl12.vmx,[DataStore_BDD_Ent_UIO] ecbrprcl12_1/,[DataStore_BDD_Ent_UIO] ecbrprcl12_1/,[DataStore_BDD_Ent_UIO] ecbrprcl12_1/,,,DCP,Cluster_Quito,ecbrprsx14.bgr.com,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-43563,422e79e1-61bc-cbfb-0420-604a6470ad6a,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcl13,poweredOn,False,False,green,ECBRPRCL13.bgr.com,connected,running,green,False,2025-07-05 11:07:51,,2024-02-09 12:24:36,2025-07-05 22:06:19,24,81920,0,25,intel-haswell,normal,True,,172.20.167.59,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,7351301,5019001,5018995,,,,,,False,9000,10000,False,False,efi,19,none,never,,[DataStore_BDD_Ent_UIO] ecbrprcl13/ecbrprcl13.vmx,[DataStore_BDD_Ent_UIO] ecbrprcl13/,[DataStore_BDD_Ent_UIO] ecbrprcl13/,[DataStore_BDD_Ent_UIO] ecbrprcl13/,Cluster movido a ECBRPRSX20 por petición de Bernardo Jaramillo en el CC RFC 2025-000413.,,DCP,Cluster_Quito,ecbrprsx20.bgr.com,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-10778,422ea5ca-0136-4ad4-7e39-37b9f1c37f05,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcl14,poweredOn,False,False,green,ECBRPRCL14.bgr.com,connected,running,green,False,2025-07-05 11:25:53,,2024-02-09 12:29:30,2025-07-05 21:57:19,24,81920,0,25,intel-haswell,normal,True,,172.20.167.60,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,7351300,5086620,5086615,,,,,,False,9000,10000,False,False,efi,19,none,never,,[DataStore_BDD_Ent_UIO] ecbrprcl14/ecbrprcl14.vmx,[DataStore_BDD_Ent_UIO] ecbrprcl14/,[DataStore_BDD_Ent_UIO] ecbrprcl14/,[DataStore_BDD_Ent_UIO] ecbrprcl14/,Cluster movido a ECBRPRSX19 por petición de Bernardo Jaramillo en el CC RFC 2025-000413.,,DCP,Cluster_Quito,ecbrprsx19.bgr.com,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-10779,422e35ca-4d29-7d1f-a27a-e6690c1fa8e5,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcl2,poweredOn,False,False,green,ecbrprcl2.bgr.com,connected,running,green,False,2025-06-22 16:19:35,,2023-05-17 09:34:32,2025-07-05 20:26:24,12,32768,0,12,intel-haswell,normal,True,True,172.20.167.52,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,1300556,362362,362286,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Ent_UIO] ecbrprcl2/ecbrprcl1.vmx,[DataStore_BDD_Ent_UIO] ecbrprcl2/,[DataStore_BDD_Ent_UIO] ecbrprcl2/,[DataStore_BDD_Ent_UIO] ecbrprcl2/,,,DCP,Cluster_Quito,ecbrprsx14.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7627,4a364e18-dc54-4a85-ad3e-d6f0a480da9a,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcl5,poweredOn,False,False,green,ecbrprcl5.bgr.com,connected,running,green,False,2025-06-21 17:22:36,,2023-06-13 14:15:13,2025-07-05 20:58:22,12,36864,0,14,intel-haswell,normal,True,True,169.254.4.195,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,1808098,844732,843993,,,,,,False,0,10000,False,False,bios,19,none,never,,[DataStore_BDD_Ent_UIO] ecbrprcl5/ecbrprcl5.vmx,[DataStore_BDD_Ent_UIO] ecbrprcl5/,[DataStore_BDD_Ent_UIO] ecbrprcl5/,[DataStore_BDD_Ent_UIO] ecbrprcl5/,,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7668,422e47b5-e8de-4edb-0310-a5d7b9f8c48c,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprcl6,poweredOn,False,False,green,ecbrprcl6.bgr.com,connected,running,green,False,2025-06-22 16:19:35,,2023-06-13 14:15:26,2025-07-05 21:00:22,12,36864,0,14,intel-haswell,normal,True,True,172.20.167.54,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,1807609,844055,843805,,,,,,False,0,10000,False,False,bios,19,none,never,,[DataStore_BDD_Ent_UIO] ecbrprcl6/ecbrprcl6.vmx,[DataStore_BDD_Ent_UIO] ecbrprcl6/,[DataStore_BDD_Ent_UIO] ecbrprcl6/,[DataStore_BDD_Ent_UIO] ecbrprcl6/,,,DCP,Cluster_Quito,ecbrprsx14.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7669,422e8b9c-1619-a537-8830-1d7210102541,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
